,time,distance
0,0.0,0.0
1,0.47664064545222,0.0019242424242424242
2,0.95328129090444,0.0038484848484848485
3,1.42992193635666,0.005772727272727273
4,1.90656258180888,0.007696969696969697
5,2.3832032272611,0.00962121212121212
6,2.85984387271332,0.011545454545454546
7,3.3364845181655403,0.01346969696969697
8,3.81312516361776,0.015393939393939394
9,4.28976580906998,0.01731818181818182
10,4.7664064545222,0.01924242424242424
11,5.2430470999744205,0.021166666666666667
12,5.71968774542664,0.023090909090909092
13,6.19632839087886,0.025015151515151515
14,6.6729690363310805,0.02693939393939394
15,7.1496096817833,0.028863636363636362
16,7.62625032723552,0.030787878787878788
17,8.10289097268774,0.03271212121212121
18,8.57953161813996,0.03463636363636364
19,9.056172263592181,0.03656060606060606
20,9.5328129090444,0.03848484848484848
21,10.00945355449662,0.04040909090909091
22,10.486094199948841,0.042333333333333334
23,10.96273484540106,0.04425757575757576
24,11.43937549085328,0.046181818181818185
25,11.916016136305501,0.048106060606060604
26,12.39265678175772,0.05003030303030303
27,12.86929742720994,0.051954545454545455
28,13.345938072662161,0.05387878787878788
29,13.82257871811438,0.055803030303030306
30,14.2992193635666,0.057727272727272724
31,14.775860009018821,0.05965151515151515
32,15.25250065447104,0.061575757575757575
33,15.72914129992326,0.0635
34,16.20578194537548,0.06542424242424243
35,16.682422590827702,0.06734848484848485
36,17.15906323627992,0.06927272727272728
37,17.63570388173214,0.0711969696969697
38,18.112344527184362,0.07312121212121211
39,18.58898517263658,0.07504545454545454
40,19.0656258180888,0.07696969696969697
41,19.542266463541022,0.07889393939393939
42,20.01890710899324,0.08081818181818182
43,20.49554775444546,0.08274242424242424
44,20.972188399897682,0.08466666666666667
45,21.4488290453499,0.0865909090909091
46,21.92546969080212,0.08851515151515152
47,22.402110336254342,0.09043939393939394
48,22.87875098170656,0.09236363636363637
49,23.35539162715878,0.09428787878787878
50,23.832032272611002,0.09621212121212121
51,24.30867291806322,0.09813636363636363
52,24.78531356351544,0.10006060606060606
53,25.261954208967662,0.10198484848484848
54,25.73859485441988,0.10390909090909091
55,26.2152354998721,0.10583333333333333
56,26.691876145324322,0.10775757575757576
57,27.16851679077654,0.10968181818181819
58,27.64515743622876,0.11160606060606061
59,28.121798081680982,0.11353030303030302
60,28.5984387271332,0.11545454545454545
61,29.07507937258542,0.11737878787878787
62,29.551720018037642,0.1193030303030303
63,30.02836066348986,0.12122727272727273
64,30.50500130894208,0.12315151515151515
65,30.981641954394302,0.12507575757575756
66,31.45828259984652,0.127
67,31.93492324529874,0.1289242424242424
68,32.41156389075096,0.13084848484848485
69,32.88820453620318,0.13277272727272726
70,33.364845181655404,0.1346969696969697
71,33.84148582710762,0.13662121212121212
72,34.31812647255984,0.13854545454545455
73,34.79476711801206,0.14046969696969697
74,35.27140776346428,0.1423939393939394
75,35.7480484089165,0.14431818181818182
76,36.224689054368724,0.14624242424242423
77,36.70132969982094,0.14816666666666667
78,37.17797034527316,0.15009090909090908
79,37.65461099072538,0.15201515151515152
80,38.1312516361776,0.15393939393939393
81,38.60789228162982,0.15586363636363637
82,39.084532927082044,0.15778787878787878
83,39.56117357253426,0.15971212121212122
84,40.03781421798648,0.16163636363636363
85,40.5144548634387,0.16356060606060607
86,40.99109550889092,0.16548484848484848
87,41.46773615434314,0.1674090909090909
88,41.944376799795364,0.16933333333333334
89,42.42101744524758,0.17125757575757575
90,42.8976580906998,0.1731818181818182
91,43.37429873615202,0.1751060606060606
92,43.85093938160424,0.17703030303030304
93,44.32758002705646,0.17895454545454545
94,44.804220672508684,0.1808787878787879
95,45.2808613179609,0.1828030303030303
96,45.75750196341312,0.18472727272727274
97,46.23414260886534,0.18665151515151515
98,46.71078325431756,0.18857575757575756
99,47.18742389976978,0.1905
